AK-47 | Crane Flight,The Dead Hand Collection,0,1,Classified
MAG-7 | Core Breach,The 2018 Nuke Collection,0,1,Restricted
MAG-7 | Resupply,The Fever Collection,0,1,Mil-Spec Grade
MAG-7 | MAGnitude,The Genesis Collection,0,1,Mil-Spec Grade
MAG-7 | Seabird,The Chop Shop Collection,0,1,Consumer Grade
MAG-7 | Copper Oxide,The Boreal Collection,0,0.65,Consumer Grade
MAG-7 | Sand Dune,The Inferno Collection,0.06,0.8,Consumer Grade
MAG-7 | Storm,The Overpass Collection,0.06,0.8,Consumer Grade
MAG-7 | Bulldozer,The Mirage Collection,0.06,0.8,Restricted
MAG-7 | Wildwood,The Sport & Field Collection,0,0.7,Industrial Grade
MAG-7 | Hazard,The Alpha Collection,0.06,0.8,Mil-Spec Grade
MAG-7 | Firestarter,The Vanguard Collection,0.06,0.49,Mil-Spec Grade
MAG-7 | Irradiated Alert,The Nuke Collection,0.06,0.8,Consumer Grade
MP5-SD | Co-Processor,The 2018 Nuke Collection,0,0.5,Mil-Spec Grade
MP5-SD | Desert Strike,The Prisma 2 Collection,0,1,Mil-Spec Grade
MP5-SD | Liquidation,The Revolution Collection,0,1,Mil-Spec Grade
MP5-SD | Condition Zero,The Operation Broken Fang Collection,0,1,Mil-Spec Grade
MP5-SD | Acid Wash,The Shattered Web Collection,0,0.68,Mil-Spec Grade
MP5-SD | Agent,The CS20 Collection,0,1,Restricted
MP5-SD | Phosphor,The Danger Zone Collection,0,0.8,Classified
MP5-SD | Necro Jr.,The Dreams & Nightmares Collection,0,1,Mil-Spec Grade
MP5-SD | Oxide Oasis,The 2021 Mirage Collection,0,0.55,Classified
MP5-SD | Gauss,The Prisma Collection,0,1,Restricted
MP5-SD | Kitbash,The Fracture Collection,0,0.8,Restricted
MP5-SD | Savannah Halftone,The Sport & Field Collection,0.25,0.75,Industrial Grade
MP5-SD | Bamboo Garden,The St. Marc Collection,0,0.55,Consumer Grade
MP5-SD | Lab Rats,The Blacksite Collection,0,0.35,Restricted
MP5-SD | Autumn Twilly,The 2021 Train Collection,0,0.58,Restricted
MP5-SD | Gold Leaf,The Boreal Collection,0,0.6,Mil-Spec Grade
MP5-SD | Snow Splash,The Achroma Collection,0,0.6,Industrial Grade
MP5-SD | Statics,The Gallery Collection,0,1,Mil-Spec Grade
MP5-SD | Focus,The Genesis Collection,0,1,Mil-Spec Grade
MP5-SD | Nitro,The Control Collection,0.06,0.8,Industrial Grade
MP5-SD | Picnic,The Harlequin Collection,0,0.75,Industrial Grade
MP5-SD | Lime Hex,The Ascent Collection,0,0.638225,Consumer Grade
MP5-SD | Neon Squeezer,The Overpass 2024 Collection,0.2,0.9,Industrial Grade
MP5-SD | Dirt Drop,The 2018 Inferno Collection,0.06,0.8,Consumer Grade
MP7 | Fade,The 2018 Inferno Collection,0,0.25,Restricted
MP7 | Motherboard,The 2018 Nuke Collection,0,0.5,Industrial Grade
MP7 | Vault Heist,The Havoc Collection,0,0.6,Industrial Grade
MP7 | Ocean Foam,The eSports 2014 Summer Collection,0,0.08,Restricted
MP7 | Anodized Navy,The Italy Collection,0,0.08,Mil-Spec Grade
MP7 | Armor Core,The Chroma 2 Collection,0,0.5,Mil-Spec Grade
MP7 | Urban Hazard,The Breakout Collection,0,0.5,Mil-Spec Grade
MP7 | Special Delivery,The Shadow Collection,0,0.62,Restricted
MP7 | Abyssal Apparition,The Dreams & Nightmares Collection,0,1,Classified
MP7 | Guerrilla,The Operation Riptide Collection,0,1,Mil-Spec Grade
MP7 | Nemesis,The Falchion Collection,0,0.32,Classified
MP7 | Mischief,The Prisma Collection,0.1,1,Mil-Spec Grade
MP7 | Neon Ply,The Shattered Web Collection,0,1,Restricted
MP7 | Astrolabe,The Graphic Design Collection,0,1,Industrial Grade
MP7 | Cirrus,The Glove Collection,0,0.75,Mil-Spec Grade
MP7 | Bloodsport,The Clutch Collection,0,0.65,Covert
MP7 | Sunbaked,The Anubis Collection,0,1,Consumer Grade
MP7 | Powercore,The Horizon Collection,0,0.8,Restricted
MP7 | Forest DDPAT,The Bank Collection,0.06,0.8,Consumer Grade
MP7 | Tall Grass,The Ancient Collection,0,0.65,Industrial Grade
MP7 | Gunsmoke,The Overpass Collection,0.06,0.8,Industrial Grade
MP7 | Olive Plaid,The Baggage Collection,0,0.58,Consumer Grade
MP7 | Skulls,The Arms Deal Collection,0.1,0.26,Mil-Spec Grade
MP7 | Full Stop,The Chop Shop Collection,0,0.6,Mil-Spec Grade
MP7 | Coral Paisley,The Harlequin Collection,0,0.65,Industrial Grade
MP7 | Amberline,The Dead Hand Collection,0,1,Restricted
MP7 | Just Smile,The Kilowatt Collection,0,1,Restricted
MP7 | Smoking Kills,The Genesis Collection,0,1,Classified
MP7 | Short Ochre,The Radiant Collection,0,0.746575,Consumer Grade
MP7 | Groundwater,The Alpha Collection,0.06,0.8,Consumer Grade
MP7 | Whiteout,The Office Collection,0.06,0.8,Mil-Spec Grade
MP7 | Teal Blossom,The St. Marc Collection,0,0.5,Mil-Spec Grade
MP7 | Scorched,The Norse Collection,0.06,0.8,Consumer Grade
MP7 | Asterion,The Gods and Monsters Collection,0,0.55,Consumer Grade
MP7 | Impire,The Wildfire Collection,0,0.4,Restricted
MP7 | Akoben,The Spectrum Collection,0,0.7,Mil-Spec Grade
MP7 | Army Recon,The Safehouse Collection,0.06,0.8,Consumer Grade
MP7 | Orange Peel,The Mirage Collection,0.06,0.8,Industrial Grade
MP7 | Prey,The 2021 Dust 2 Collection,0,0.48,Consumer Grade
MP9 | Sand Scale,The Glove Collection,0,0.45,Mil-Spec Grade
MP9 | Mount Fuji,The Operation Riptide Collection,0,0.55,Restricted
MP9 | Pandora's Box,The Gods and Monsters Collection,0,0.3,Mil-Spec Grade
MP9 | Hypnotic,The Arms Deal 2 Collection,0,0.08,Restricted
MP9 | Army Sheen,The Control Collection,0,0.3,Consumer Grade
MP9 | Dark Age,The Cobblestone Collection,0,0.22,Mil-Spec Grade
MP9 | Music Box,The 2021 Mirage Collection,0,0.55,Mil-Spec Grade
MP9 | Bioleak,The Chroma 3 Collection,0,0.5,Mil-Spec Grade
MP9 | Ruby Poison Dart,The Falchion Collection,0,0.5,Restricted
MP9 | Stained Glass,The Canals Collection,0,0.5,Restricted
MP9 | Rose Iron,The Winter Offensive Collection,0,0.3,Restricted
MP9 | Hot Rod,The Mirage Collection,0,0.08,Mil-Spec Grade
MP9 | Black Sand,The Clutch Collection,0,1,Mil-Spec Grade
MP9 | Dart,The Vanguard Collection,0,0.46,Mil-Spec Grade
MP9 | Deadly Poison,The Chroma Collection,0,1,Mil-Spec Grade
MP9 | Food Chain,The Snakebite Collection,0,1,Classified
MP9 | Goo,The Spectrum 2 Collection,0,0.6,Restricted
MP9 | Hydra,The CS20 Collection,0,1,Classified
MP9 | Wild Lily,The St. Marc Collection,0,0.7,Classified
MP9 | Latte Rush,The Train 2025 Collection,0,1,Classified
MP9 | Airlock,The Gamma 2 Collection,0,1,Classified
MP9 | Featherweight,The Revolution Collection,0,1,Mil-Spec Grade
MP9 | Capillary,The Horizon Collection,0,0.7,Mil-Spec Grade
MP9 | Arctic Tri-Tone,The Sport & Field Collection,0,0.6,Restricted
MP9 | Modest Threat,The Danger Zone Collection,0,0.75,Mil-Spec Grade
MP9 | Starlight Protector,The Dreams & Nightmares Collection,0,0.8,Covert
MP9 | Buff Blue,The Ascent Collection,0,0.7,Consumer Grade
MP9 | Multi-Terrain,The Radiant Collection,0,0.6,Consumer Grade
MP9 | Setting Sun,The Cache Collection,0,1,Mil-Spec Grade
MP9 | Green Plaid,The Baggage Collection,0,0.58,Consumer Grade
MP9 | Slide,The 2018 Inferno Collection,0.06,0.8,Consumer Grade
MP9 | Cobalt Paisley,The Ascent Collection,0,0.65,Mil-Spec Grade
MP9 | Shredded,The Radiant Collection,0,0.6,Mil-Spec Grade
MP9 | Nexus,The Fever Collection,0,1,Mil-Spec Grade
MP9 | Urban Sovereign,The Dead Hand Collection,0,1,Restricted
MP9 | Broken Record,The Genesis Collection,0,1,Mil-Spec Grade
MP9 | Storm,The Overpass Collection,0.06,0.8,Consumer Grade
MP9 | Bulldozer,The Assault Collection,0.06,0.8,Restricted
MP9 | Pine,The Boreal Collection,0,0.7,Consumer Grade
MP9 | Dizzy,The Achroma Collection,0,0.65,Consumer Grade
MP9 | Bee-Tron,The Harlequin Collection,0,0.9,Consumer Grade
MP9 | Old Roots,The 2021 Dust 2 Collection,0,0.5,Industrial Grade
MP9 | Dry Season,The Alpha Collection,0.06,0.8,Consumer Grade
MP9 | Orange Peel,The Safehouse Collection,0.06,0.8,Industrial Grade
MP9 | Sand Dashed,The Dust 2 Collection,0.06,0.8,Consumer Grade
Negev | Army Sheen,The Bank Collection,0,0.3,Consumer Grade
Negev | Man-o'-war,The Chroma 2 Collection,0.1,0.2,Mil-Spec Grade
Negev | Anodized Navy,The Assault Collection,0,0.08,Mil-Spec Grade
Negev | Bratatat,The eSports 2014 Summer Collection,0,1,Mil-Spec Grade
Negev | Loudmouth,The Falchion Collection,0.14,0.65,Restricted
Negev | Drop Me,The Recoil Collection,0,1,Mil-Spec Grade
Negev | dev_texture,The Snakebite Collection,0,0.65,Restricted
Negev | Power Loader,The Revolver Case Collection,0,1,Restricted
Negev | Prototype,The Prisma 2 Collection,0,0.7,Mil-Spec Grade
Negev | Desert-Strike,The Breakout Collection,0,0.5,Mil-Spec Grade
Negev | Ultralight,The Fracture Collection,0,0.79,Mil-Spec Grade
Negev | Wall Bang,The Overpass 2024 Collection,0,1,Industrial Grade
Negev | Mjölnir,The Norse Collection,0,0.6,Classified
Negev | Bulkhead,The 2018 Nuke Collection,0,0.5,Industrial Grade
Negev | Dazzle,The Gamma 2 Collection,0.1,0.65,Mil-Spec Grade
Negev | Phoenix Stencil,The Havoc Collection,0,0.65,Mil-Spec Grade
Negev | CaliCamo,The Mirage Collection,0,0.6,Industrial Grade
Negev | Boroque Sand,The Canals Collection,0,1,Consumer Grade
Negev | Infrastructure,The 2021 Vertigo Collection,0,0.49,Mil-Spec Grade
Negev | Raw Ceramic,The Boreal Collection,0,0.75,Consumer Grade
Negev | Sour Grapes,The Ascent Collection,0,0.8,Industrial Grade
Negev | Lionfish,The Clutch Collection,0,0.55,Restricted
Negev | Terrain,The Phoenix Collection,0,0.45,Mil-Spec Grade
Negev | Nuclear Waste,The Cache Collection,0,0.4,Industrial Grade
Negev | Palm,The Alpha Collection,0.06,0.8,Industrial Grade
Nova | Army Sheen,The Ancient Collection,0,0.3,Consumer Grade
Nova | Graphite,The Arms Deal 2 Collection,0,0.12,Restricted
Nova | Red Quartz,The 2021 Train Collection,0,0.4,Restricted
Nova | Gila,The Glove Collection,0,0.3,Restricted
Nova | Caged Steel,The Bank Collection,0,0.2,Industrial Grade
Nova | Baroque Orange,The Canals Collection,0,0.5,Restricted
Nova | Exo,The Gamma Collection,0,0.5,Mil-Spec Grade
Nova | Rust Coat,The Havoc Collection,0,0.8,Industrial Grade
Nova | Antique,The Phoenix Collection,0,0.3,Classified
Nova | Plume,The Shattered Web Collection,0,0.8,Mil-Spec Grade
Nova | Hyper Beast,The Wildfire Collection,0,0.6,Classified
Nova | Koi,The Breakout Collection,0,0.3,Restricted
Nova | Clear Polymer,The Operation Broken Fang Collection,0,1,Restricted
Nova | Ranger,The Falchion Collection,0,1,Mil-Spec Grade
Nova | Toy Soldier,The Horizon Collection,0,1,Restricted
Nova | Wurst Hölle,The Overpass 2024 Collection,0,1,Mil-Spec Grade
Nova | Rising Skull,The Winter Offensive Collection,0,0.5,Restricted
Nova | Bloomstick,The eSports 2014 Summer Collection,0.06,0.8,Classified
Nova | Walnut,The Inferno Collection,0.06,0.8,Consumer Grade
Nova | Wild Six,The Clutch Collection,0,0.8,Restricted
Nova | Wood Fired,The Danger Zone Collection,0,0.75,Mil-Spec Grade
Nova | Sobek's Bite,The Anubis Collection,0,1,Restricted
Nova | Yorkshire,The Sport & Field Collection,0,1,Mil-Spec Grade
Nova | Mandrel,The 2018 Nuke Collection,0,0.5,Consumer Grade
Nova | Blaze Orange,The Militia Collection,0.06,0.8,Mil-Spec Grade
Nova | Modern Hunter,The Militia Collection,0.06,0.8,Mil-Spec Grade
Nova | Tempest,The Bravo Collection,0.06,0.22,Mil-Spec Grade
Nova | Quick Sand,The 2021 Dust 2 Collection,0,0.5,Mil-Spec Grade
Nova | Interlock,The 2021 Vertigo Collection,0,0.5,Mil-Spec Grade
Nova | Moon in Libra,The Gods and Monsters Collection,0,0.5,Consumer Grade
Nova | Currents,The Achroma Collection,0,0.65,Consumer Grade
Nova | Dark Sigil,The Kilowatt Collection,0,0.698529,Mil-Spec Grade
Nova | Ocular,The Genesis Collection,0,1,Restricted
Nova | Rising Sun,The Fever Collection,0,1,Restricted
Nova | Green Apple,The Cobblestone Collection,0,0.3,Industrial Grade
Nova | Candy Apple,The Italy Collection,0,0.3,Industrial Grade
Nova | Sand Dune,The Italy Collection,0.06,0.8,Consumer Grade
Nova | Turquoise Pour,The Ascent Collection,0,0.678431,Industrial Grade
Nova | Marsh Grass,The Radiant Collection,0,0.55,Consumer Grade
Nova | Ghost Camo,The eSports 2013 Winter Collection,0,0.4,Mil-Spec Grade
Nova | Forest Leaves,The Aztec Collection,0.06,0.8,Consumer Grade
Nova | Polar Mesh,The Train Collection,0.06,0.8,Consumer Grade
Nova | Windblown,The Snakebite Collection,0,0.5,Mil-Spec Grade
Nova | Predator,The Dust 2 Collection,0.06,0.8,Consumer Grade
Nova | Rain Station,The Train 2025 Collection,0,0.35,Industrial Grade
P250 | Nevermore,The Danger Zone Collection,0,0.4,Restricted
P250 | Digital Architect,The 2021 Vertigo Collection,0,0.49,Restricted
P250 | Steel Disruption,The eSports 2013 Winter Collection,0,0.2,Mil-Spec Grade
P250 | Undertow,The Arms Deal 3 Collection,0,0.2,Classified
P250 | Ripple,The Spectrum Collection,0,0.5,Mil-Spec Grade
P250 | Dark Filigree,The Canals Collection,0,0.5,Industrial Grade
P250 | Metallic DDPAT,The Train Collection,0,0.08,Industrial Grade
P250 | Cartel,The Vanguard Collection,0,0.75,Classified
P250 | Valence,The Chroma 2 Collection,0,0.8,Mil-Spec Grade
P250 | Verdigris,The Prisma Collection,0,0.7,Mil-Spec Grade
P250 | Constructivist,The Train 2025 Collection,0,0.35,Industrial Grade
P250 | Supernova,The Breakout Collection,0,0.4,Restricted
P250 | Franklin,The Bank Collection,0,0.4,Classified
P250 | Asiimov,The Chroma 3 Collection,0.1,1,Classified
P250 | Red Rock,The Operation Hydra Collection,0,1,Restricted
P250 | Cassette,The Fracture Collection,0,0.6,Mil-Spec Grade
P250 | See Ya Later,The Spectrum 2 Collection,0,0.7,Covert
P250 | Contaminant,The Operation Broken Fang Collection,0,0.7,Mil-Spec Grade
P250 | Muertos,The Chroma Collection,0,0.6,Classified
P250 | Re.built,The Revolution Collection,0,0.9,Mil-Spec Grade
P250 | Mehndi,The Winter Offensive Collection,0,1,Classified
P250 | X-Ray,The X-Ray Collection,0,0.3,Restricted
P250 | Apep's Curse,The Anubis Collection,0,1,Classified
P250 | Vino Primo,The 2018 Inferno Collection,0,1,Restricted
P250 | Cyber Shell,The Snakebite Collection,0,0.85,Restricted
P250 | Inferno,The CS20 Collection,0,0.68,Restricted
P250 | Iron Clad,The Gamma Collection,0.05,0.8,Mil-Spec Grade
P250 | Visions,The Recoil Collection,0,0.7,Classified
P250 | Facility Draft,The 2018 Nuke Collection,0,0.5,Consumer Grade
P250 | Facets,The Alpha Collection,0.06,0.8,Industrial Grade
P250 | Black & Tan,The 2021 Dust 2 Collection,0,0.5,Mil-Spec Grade
P250 | Exchanger,The 2018 Nuke Collection,0,0.5,Mil-Spec Grade
P250 | Boreal Forest,The Lake Collection,0.06,0.8,Consumer Grade
P250 | Forest Night,The Control Collection,0.06,0.8,Consumer Grade
P250 | Gunsmoke,The Inferno Collection,0.06,0.8,Industrial Grade
P250 | Modern Hunter,The Militia Collection,0.06,0.8,Mil-Spec Grade
P250 | Crimson Kimono,The Rising Sun Collection,0,0.8,Industrial Grade
P250 | Contamination,The Cache Collection,0,0.83,Industrial Grade
P250 | Wingshot,The Shadow Collection,0,0.9,Restricted
P250 | Bengal Tiger,The Havoc Collection,0.06,0.8,Mil-Spec Grade
P250 | Hive,The Arms Deal 2 Collection,0,0.3,Mil-Spec Grade
P250 | Sleet,The Achroma Collection,0,0.7,Consumer Grade
P250 | Red Tide,The Radiant Collection,0,0.75,Mil-Spec Grade
P250 | Bullfrog,The Genesis Collection,0,1,Mil-Spec Grade
P250 | Epicenter,The Gallery Collection,0,0.8,Classified
P250 | Kintsugi,The Dead Hand Collection,0,1,Classified
P250 | Copper Oxide,The Boreal Collection,0,0.65,Consumer Grade
P250 | Sand Dune,The Dust 2 Collection,0.06,0.8,Consumer Grade
P250 | Whiteout,The Chop Shop Collection,0.06,0.8,Mil-Spec Grade
P250 | Small Game,The Sport & Field Collection,0,0.7,Mil-Spec Grade
P250 | Sedimentary,The Radiant Collection,0,0.68,Industrial Grade
P250 | Drought,The 2021 Mirage Collection,0,0.44,Consumer Grade
P250 | Mint Kimono,The Rising Sun Collection,0,0.8,Consumer Grade
P250 | Plum Netting,The Ascent Collection,0,0.6,Consumer Grade
P250 | Nuclear Threat,The Nuke Collection,0.06,0.8,Restricted
P250 | Splash,The eSports 2013 Collection,0.06,0.18,Restricted
P250 | Bone Mask,The Mirage Collection,0.06,0.8,Consumer Grade
P90 | Ancient Earth,The Ancient Collection,0,0.5,Consumer Grade
P90 | Astral Jörmungandr,The Norse Collection,0,0.5,Restricted
P90 | Cold Blooded,The Arms Deal 2 Collection,0,0.08,Classified
P90 | Tiger Pit,The Havoc Collection,0,0.5,Mil-Spec Grade
P90 | Baroque Red,The Canals Collection,0,0.5,Mil-Spec Grade
P90 | Module,The Huntsman Collection,0,0.35,Mil-Spec Grade
P90 | Leather,The Baggage Collection,0,1,Industrial Grade
P90 | Death by Kitty,The eSports 2013 Collection,0.08,0.32,Covert
P90 | Emerald Dragon,The Bravo Collection,0.06,0.52,Classified
P90 | Run and Hide,The Ancient Collection,0,1,Classified
P90 | Asiimov,The Breakout Collection,0,0.92,Covert
P90 | Grim,The Gamma 2 Collection,0,0.8,Mil-Spec Grade
P90 | Elite Build,The Falchion Collection,0,1,Mil-Spec Grade
P90 | Nostalgia,The CS20 Collection,0,0.57,Classified
P90 | Off World,The Prisma Collection,0,0.75,Mil-Spec Grade
P90 | ScaraB Rush,The Anubis Collection,0,1,Restricted
P90 | Desert Warfare,The Huntsman Collection,0,0.5,Mil-Spec Grade
P90 | Shapewood,The Revolver Case Collection,0,1,Classified
P90 | Trigon,The Phoenix Collection,0.08,0.75,Classified
P90 | Attack Vector,The Graphic Design Collection,0,0.55,Restricted
P90 | Freight,The Fracture Collection,0,1,Mil-Spec Grade
P90 | Chopper,The Gamma Collection,0,0.6,Restricted
P90 | Neoqueen,The Revolution Collection,0,0.6,Restricted
P90 | Shallow Grave,The Glove Collection,0,0.75,Classified
P90 | Vent Rush,The Recoil Collection,0,0.7,Restricted
P90 | Traction,The Horizon Collection,0,1,Mil-Spec Grade
P90 | Desert Halftone,The Radiant Collection,0,0.65,Consumer Grade
P90 | Facility Negative,The 2018 Nuke Collection,0,0.5,Mil-Spec Grade
P90 | Desert DDPAT,The 2021 Dust 2 Collection,0,0.5,Consumer Grade
P90 | Blind Spot,The eSports 2013 Winter Collection,0,0.5,Restricted
P90 | Death Grip,The Operation Hydra Collection,0,1,Restricted
P90 | Cocoa Rampage,The Operation Broken Fang Collection,0,0.6,Mil-Spec Grade
P90 | Blue Tac,The Ascent Collection,0,0.6,Consumer Grade
P90 | Schematic,The 2021 Vertigo Collection,0,0.5,Mil-Spec Grade
P90 | Virus,The eSports 2014 Summer Collection,0.06,0.8,Restricted
P90 | Aeolian Light,The Achroma Collection,0,0.65,Mil-Spec Grade
P90 | Reef Grief,The Ascent Collection,0,0.6,Mil-Spec Grade
P90 | Mustard Gas,The Boreal Collection,0,0.63,Industrial Grade
P90 | Wave Breaker,The Fever Collection,0,0.950549,Restricted
P90 | Deathgaze,The Dead Hand Collection,0,1,Classified
P90 | Randy Rush,The Gallery Collection,0,0.75,Restricted
P90 | Straight Dimes,The Train 2025 Collection,0,1,Industrial Grade
P90 | Storm,The Cobblestone Collection,0.06,0.8,Consumer Grade
P90 | Sunset Lily,The St. Marc Collection,0,0.5,Industrial Grade
P90 | Scorched,The Mirage Collection,0.06,0.8,Consumer Grade
P90 | Glacier Mesh,The Vertigo Collection,0.06,0.8,Mil-Spec Grade
P90 | Teardown,The Lake Collection,0,0.6,Mil-Spec Grade
P90 | Verdant Growth,The 2021 Mirage Collection,0,0.47,Industrial Grade
P90 | Fallout Warning,The Nuke Collection,0.06,0.8,Industrial Grade
P90 | Wash me,The Overpass 2024 Collection,0,0.5,Industrial Grade
P90 | Sand Spray,The Dust 2 Collection,0.06,0.8,Consumer Grade
P90 | Ash Wood,The Train Collection,0,0.45,Industrial Grade
R8 Revolver | Amber Fade,The Dust 2 Collection,0,0.4,Classified
R8 Revolver | Fade,The Revolver Case Collection,0,0.4,Covert
R8 Revolver | Blaze,The 2021 Train Collection,0,0.08,Mil-Spec Grade
R8 Revolver | Phoenix Marker,The Havoc Collection,0,0.6,Industrial Grade
R8 Revolver | Leafhopper,The Boreal Collection,0,0.65098,Industrial Grade
R8 Revolver | Reboot,The Gamma Collection,0,1,Restricted
R8 Revolver | Survivalist,The Horizon Collection,0,0.7,Mil-Spec Grade
R8 Revolver | Skull Crusher,The Prisma Collection,0.25,0.8,Classified
R8 Revolver | Banana Cannon,The Revolution Collection,0,1,Restricted
R8 Revolver | Bone Forged,The Prisma 2 Collection,0,0.6,Mil-Spec Grade
R8 Revolver | Llama Cannon,The Spectrum 2 Collection,0.03,0.7,Classified
R8 Revolver | Memento,The Shattered Web Collection,0,0.8,Mil-Spec Grade
R8 Revolver | Junk Yard,The Snakebite Collection,0,1,Mil-Spec Grade
R8 Revolver | Inlay,The Anubis Collection,0,0.76,Consumer Grade
R8 Revolver | Crazy 8,The Recoil Collection,0,1,Restricted
R8 Revolver | Grip,The Clutch Collection,0,1,Mil-Spec Grade
R8 Revolver | Desert Brush,The 2021 Dust 2 Collection,0,0.6,Consumer Grade
R8 Revolver | Crimson Web,The Revolver Case Collection,0.06,0.8,Mil-Spec Grade
R8 Revolver | Tango,The Gallery Collection,0,0.851064,Mil-Spec Grade
R8 Revolver | Night,The Ancient Collection,0.06,0.8,Consumer Grade
R8 Revolver | Nitro,The 2018 Inferno Collection,0.06,0.8,Industrial Grade
R8 Revolver | Mauve Aside,The Harlequin Collection,0,0.80339,Consumer Grade
R8 Revolver | Cobalt Grip,The Ascent Collection,0,0.80339,Consumer Grade
R8 Revolver | Dark Chamber,The Achroma Collection,0,0.80339,Industrial Grade
R8 Revolver | Canal Spray,The Canals Collection,0.06,0.6,Consumer Grade
R8 Revolver | Bone Mask,The Bank Collection,0.06,0.8,Consumer Grade
Sawed-Off | Amber Fade,The Train Collection,0,0.4,Mil-Spec Grade
Sawed-Off | Brake Light,The 2018 Inferno Collection,0,0.08,Mil-Spec Grade
Sawed-Off | Copper,The Dust Collection,0,1,Mil-Spec Grade
Sawed-Off | Morris,The Spectrum 2 Collection,0,1,Mil-Spec Grade
Sawed-Off | Highwayman,The Vanguard Collection,0,1,Restricted
Sawed-Off | Zander,The Spectrum Collection,0.05,1,Mil-Spec Grade
Sawed-Off | Rust Coat,The Cobblestone Collection,0,0.8,Industrial Grade
Sawed-Off | First Class,The Baggage Collection,0,0.5,Mil-Spec Grade
Sawed-Off | Limelight,The Gamma Collection,0,1,Restricted
Sawed-Off | Apocalypto,The Prisma 2 Collection,0,1,Restricted
Sawed-Off | Black Sand,The Danger Zone Collection,0,0.9,Mil-Spec Grade
Sawed-Off | Serenity,The Chroma Collection,0,0.5,Restricted
Sawed-Off | Devourer,The Horizon Collection,0,0.8,Classified
Sawed-Off | Kiss♥Love,The Recoil Collection,0,1,Classified
Sawed-Off | The Kraken,The Winter Offensive Collection,0,0.4,Covert
Sawed-Off | Origami,The Chroma 2 Collection,0,0.55,Mil-Spec Grade
Sawed-Off | Spirit Board,The Dreams & Nightmares Collection,0,1,Mil-Spec Grade
Sawed-Off | Wasteland Princess,The Glove Collection,0,0.7,Classified
Sawed-Off | Fubar,The Chroma 3 Collection,0.4,1,Mil-Spec Grade
Sawed-Off | Yorick,The Revolver Case Collection,0,1,Mil-Spec Grade
Sawed-Off | Runoff,The Ascent Collection,0,0.780822,Consumer Grade
Sawed-Off | Mosaico,The Alpha Collection,0.06,0.8,Industrial Grade
Sawed-Off | Bamboo Shadow,The Rising Sun Collection,0,0.6,Consumer Grade
Sawed-Off | Forest DDPAT,The Bank Collection,0.06,0.8,Consumer Grade
Sawed-Off | Orange DDPAT,The eSports 2013 Collection,0.06,0.8,Restricted
Sawed-Off | Parched,The 2021 Dust 2 Collection,0,0.49,Consumer Grade
Sawed-Off | Clay Ambush,The Havoc Collection,0,0.6,Consumer Grade
Sawed-Off | Full Stop,The Italy Collection,0,0.6,Mil-Spec Grade
Sawed-Off | Crimson Batik,The Harlequin Collection,0,0.6,Consumer Grade
Sawed-Off | Fusion,The Dead Hand Collection,0,1,Mil-Spec Grade
Sawed-Off | Analog Input,The Kilowatt Collection,0,0.61886,Restricted
Sawed-Off | Irradiated Alert,The Nuke Collection,0.06,0.8,Consumer Grade
Sawed-Off | Jungle Thicket,The St. Marc Collection,0,0.5,Consumer Grade
Sawed-Off | Snake Camo,The Dust 2 Collection,0.06,0.8,Industrial Grade
Sawed-Off | Sage Spray,The Overpass Collection,0.06,0.8,Consumer Grade
SCAR-20 | Army Sheen,The Chop Shop Collection,0,0.3,Consumer Grade
SCAR-20 | Carbon Fiber,The Train Collection,0,0.12,Industrial Grade
SCAR-20 | Emerald,The Alpha Collection,0,0.08,Restricted
SCAR-20 | Brass,The Norse Collection,0,1,Mil-Spec Grade
SCAR-20 | Grotto,The Chroma Collection,0,0.5,Mil-Spec Grade
SCAR-20 | Blueprint,The Spectrum Collection,0,0.75,Mil-Spec Grade
SCAR-20 | Wild Berry,The Graphic Design Collection,0,0.65,Mil-Spec Grade
SCAR-20 | Cardiac,The Vanguard Collection,0,1,Classified
SCAR-20 | Assault,The CS20 Collection,0,0.62,Mil-Spec Grade
SCAR-20 | Cyrex,The Huntsman Collection,0,0.5,Classified
SCAR-20 | Bloodsport,The Gamma Collection,0,0.45,Classified
SCAR-20 | Enforcer,The Prisma 2 Collection,0,1,Restricted
SCAR-20 | Green Marine,The Shadow Collection,0,0.8,Mil-Spec Grade
SCAR-20 | Powercore,The Gamma 2 Collection,0,1,Restricted
SCAR-20 | Fragments,The Revolution Collection,0,0.78,Mil-Spec Grade
SCAR-20 | Magna Carta,The Control Collection,0,0.6,Mil-Spec Grade
SCAR-20 | Stone Mosaico,The Canals Collection,0.06,0.5,Consumer Grade
SCAR-20 | Splash Jam,The Militia Collection,0.06,0.8,Classified
SCAR-20 | Jungle Slipstream,The Spectrum 2 Collection,0,0.5,Mil-Spec Grade
SCAR-20 | Outbreak,The Revolver Case Collection,0,0.5,Mil-Spec Grade
SCAR-20 | Crimson Web,The Arms Deal 2 Collection,0.06,0.8,Mil-Spec Grade
SCAR-20 | Zinc,The Achroma Collection,0,0.6,Consumer Grade
SCAR-20 | Trail Blazer,The Gallery Collection,0,0.702614,Mil-Spec Grade
SCAR-20 | Caged,The Genesis Collection,0,1,Mil-Spec Grade
SCAR-20 | Short Ochre,The Radiant Collection,0,0.746575,Consumer Grade
SCAR-20 | Contractor,The Safehouse Collection,0.06,0.8,Consumer Grade
